index,temp,mouse
0,37.65542774802891,f1
1,37.70764670333393,f1
2,37.758237089695726,f1
3,37.80722122488352,f1
4,37.85462142666652,f1
5,37.900460012813916,f1
6,37.944759301094926,f1
7,37.98754160927876,f1
8,38.02882925513461,f1
9,38.06864455643169,f1
10,38.107009830939205,f1
11,38.14394739642636,f1
12,38.17947957066237,f1
13,38.21362867141643,f1
14,38.24641701645775,f1
15,38.27786692355553,f1
16,38.308000710478986,f1
17,38.33684069499732,f1
18,38.364409194879734,f1
19,38.39072852789544,f1
20,38.41582101181364,f1
21,38.43970896440354,f1
22,38.46241470343435,f1
23,38.48396054667527,f1
24,38.50436881189551,f1
25,38.523661816864276,f1
26,38.541861879350776,f1
27,38.55899131712421,f1
28,38.57507244795379,f1
29,38.59012758960871,f1
30,38.6041790598582,f1
31,38.61724917647144,f1
32,38.629360257217655,f1
33,38.64053461986604,f1
34,38.650794582185796,f1
35,38.66016246194615,f1
36,38.66866057691629,f1
37,38.676311244865424,f1
38,38.68313678356276,f1
39,38.68915951077751,f1
40,38.69440174427887,f1
41,38.698885801836056,f1
42,38.70263400121827,f1
43,38.70566866019471,f1
44,38.708012096534596,f1
45,38.70968662800713,f1
46,38.710714572381505,f1
47,38.71111824742694,f1
48,38.71091997091264,f1
49,38.71014206060781,f1
50,38.706664905963,f1
51,38.70200259103707,f1
52,38.69617075830397,f1
53,38.69049565826394,f1
54,38.68626389555885,f1
55,38.68341342537077,f1
56,38.6815416866753,f1
57,38.67884598839601,f1
58,38.675195228091894,f1
59,38.66999227691142,f1
60,38.66340889355807,f1
61,38.65640856342602,f1
62,38.650080282113464,f1
63,38.64389650860408,f1
64,38.637291186475224,f1
65,38.62942837134918,f1
66,38.622090896359204,f1
67,38.61532197879217,f1
68,38.60795326130519,f1
69,38.5992690776317,f1
70,38.59010348139319,f1
71,38.580689585834975,f1
72,38.57132559023673,f1
73,38.562998459384396,f1
74,38.55550146058489,f1
75,38.548614855943015,f1
76,38.54291367547083,f1
77,38.53800446178535,f1
78,38.53300229091703,f1
79,38.5280378451387,f1
80,38.52304630852405,f1
81,38.518312645058664,f1
82,38.51403415366211,f1
83,38.510483523410024,f1
84,38.508402300921006,f1
85,38.50701292517071,f1
86,38.505195948379985,f1
87,38.5034975090042,f1
88,38.50360763305386,f1
89,38.50469257703144,f1
90,38.505007262905806,f1
91,38.50578810524275,f1
92,38.50799471788777,f1
93,38.5106728091243,f1
94,38.512336284514454,f1
95,38.51234316726754,f1
96,38.51154487795183,f1
97,38.51048350340201,f1
98,38.50939522809188,f1
99,38.5085485394164,f1
100,38.50769424769969,f1
101,38.50621777711149,f1
102,38.504561944778516,f1
103,38.501640226091084,f1
104,38.49815782312989,f1
105,38.49492631052484,f1
106,38.49160638255366,f1
107,38.48810841336598,f1
108,38.484457042817745,f1
109,38.48144189675934,f1
110,38.47872739095698,f1
111,38.47637874149724,f1
112,38.47469707883217,f1
113,38.47383728491462,f1
114,38.473900960384796,f1
115,38.47403072228955,f1
116,38.47274124649921,f1
117,38.47073397359006,f1
118,38.469008943578054,f1
119,38.468591366547244,f1
120,38.469535154062264,f1
121,38.471366106443206,f1
122,38.473831932773734,f1
123,38.47509008603504,f1
124,38.47620609243761,f1
125,38.47644843937636,f1
126,38.47536420568293,f1
127,38.47391437575092,f1
128,38.47406290516272,f1
129,38.47450133053284,f1
130,38.4737941476597,f1
131,38.47211495598302,f1
132,38.47032064825994,f1
133,38.46857658063286,f1
134,38.467568077231526,f1
135,38.466697599040245,f1
136,38.46569281712749,f1
137,38.46496406562689,f1
138,38.4643490196085,f1
139,38.46367549019671,f1
140,38.462893667467625,f1
141,38.46207340936439,f1
142,38.46083375350203,f1
143,38.458845188075884,f1
144,38.45738563425434,f1
145,38.45614994998064,f1
146,38.454348099240335,f1
147,38.45176983793582,f1
148,38.4489597038822,f1
149,38.447110784314354,f1
150,38.446355652261545,f1
151,38.44718317326996,f1
152,38.449238265306754,f1
153,38.45070802320992,f1
154,38.451323589436406,f1
155,38.45136118447443,f1
156,38.45109975990461,f1
157,38.450949319728515,f1
158,38.45064844938039,f1
159,38.449999389756535,f1
160,38.447688715486834,f1
161,38.44462276910831,f1
162,38.44130918367411,f1
163,38.43692194878013,f1
164,38.43148947579095,f1
165,38.42656528611511,f1
166,38.422295628251916,f1
167,38.41764251700744,f1
168,38.412656532613674,f1
169,38.409147649060266,f1
170,38.40647959183736,f1
171,38.40389580832397,f1
172,38.40160653261368,f1
173,38.39753847539079,f1
174,38.39117443977655,f1
175,38.38311413565487,f1
176,38.37469974990058,f1
177,38.36698743497465,f1
178,38.35972333933635,f1
179,38.352691896759346,f1
180,38.34481432573093,f1
181,38.336458493398,f1
182,38.327815236095084,f1
183,38.31967935174133,f1
184,38.31187460984457,f1
185,38.30426202481056,f1
186,38.296464465786926,f1
187,38.28763831532675,f1
188,38.27698737495061,f1
189,38.265247759104284,f1
190,38.25434644858005,f1
191,38.2438965486201,f1
192,38.231979811925406,f1
193,38.219349649860575,f1
194,38.2076685174076,f1
195,38.1975442877157,f1
196,38.18876162465052,f1
197,38.181112294918606,f1
198,38.174094367747735,f1
199,38.16583755502264,f1
200,38.156960764306376,f1
201,38.14837610044081,f1
202,38.141210574230335,f1
203,38.1351641556629,f1
204,38.130175760304766,f1
205,38.126085204082266,f1
206,38.123453611445214,f1
207,38.12158495398223,f1
208,38.120111144458434,f1
209,38.119098869548466,f1
210,38.11821644657926,f1
211,38.11796953781576,f1
212,38.11819584833997,f1
213,38.11814258703543,f1
214,38.1173885454188,f1
215,38.116201150460796,f1
216,38.11568451380617,f1
217,38.11664774910027,f1
218,38.11919092637118,f1
219,38.1216716286521,f1
220,38.123281812725736,f1
221,38.12440173069291,f1
222,38.12497679071694,f1
223,38.12729538815589,f1
224,38.130095138055864,f1
225,38.13313239295781,f1
226,38.13741195478257,f1
227,38.14249390756369,f1
228,38.1472185274116,f1
229,38.152391716687305,f1
230,38.15905236094502,f1
231,38.167613405362786,f1
232,38.17759722889219,f1
233,38.188257683073864,f1
234,38.198703701481236,f1
235,38.20836802721152,f1
236,38.21807967186939,f1
237,38.22794093637519,f1
238,38.237527811125105,f1
239,38.248128861545254,f1
240,38.25985736294583,f1
241,38.272604911965416,f1
242,38.28666683673533,f1
243,38.30167427971252,f1
244,38.31753200280178,f1
245,38.33367514005667,f1
246,38.348355042017445,f1
247,38.36196414565888,f1
248,38.37407370948443,f1
249,38.38457155862408,f1
250,38.39502083833598,f1
251,38.40555278111309,f1
252,38.41460449179735,f1
253,38.42280241096501,f1
254,38.43113433373414,f1
255,38.438764275710916,f1
256,38.44565358143322,f1
257,38.45246096438638,f1
258,38.45860956382616,f1
259,38.464715786315146,f1
260,38.472462865146696,f1
261,38.480527561025035,f1
262,38.48850643257367,f1
263,38.49667489996062,f1
264,38.50422863145322,f1
265,38.510398009204295,f1
266,38.513785804322374,f1
267,38.515752671069066,f1
268,38.51750694277776,f1
269,38.51891093437437,f1
270,38.5199723389362,f1
271,38.5205892456989,f1
272,38.519076220488834,f1
273,38.5172035914372,f1
274,38.51629447779176,f1
275,38.51640134053687,f1
276,38.51645096038477,f1
277,38.51552342937238,f1
278,38.51402147859209,f1
279,38.51265531212551,f1
280,38.512469017607664,f1
281,38.51327594037678,f1
282,38.514784253702125,f1
283,38.51650369147723,f1
284,38.51797986194541,f1
285,38.51864583833597,f1
286,38.51915500200144,f1
287,38.5198483993604,f1
288,38.52178145258168,f1
289,38.52509687875212,f1
290,38.52898987595104,f1
291,38.53198428371414,f1
292,38.53367887154927,f1
293,38.53492663065288,f1
294,38.536062074830575,f1
295,38.537182132853786,f1
296,38.53785362144923,f1
297,38.537517887155516,f1
298,38.53718893557488,f1
299,38.53745843337396,f1
300,38.53768347338999,f1
301,38.53797713085296,f1
302,38.53788725490259,f1
303,38.53751414565892,f1
304,38.53605427170933,f1
305,38.53418096238561,f1
306,38.531988585434824,f1
307,38.53052168867613,f1
308,38.528759033614065,f1
309,38.52616154461848,f1
310,38.523634623850185,f1
311,38.52120264105707,f1
312,38.51912023809588,f1
313,38.516459133654095,f1
314,38.51417444978054,f1
315,38.51327976190541,f1
316,38.514346028412014,f1
317,38.515868547419586,f1
318,38.51677646058487,f1
319,38.518370098039846,f1
320,38.51996429571893,f1
321,38.5202734293724,f1
322,38.52051187475054,f1
323,38.51989933973655,f1
324,38.51897003801585,f1
325,38.51801463585499,f1
326,38.51683053221353,f1
327,38.515729991997425,f1
328,38.51475509203745,f1
329,38.51411333533477,f1
330,38.51370262104906,f1
331,38.513296238496025,f1
332,38.51251492597102,f1
333,38.51176961784779,f1
334,38.5114139955989,f1
335,38.510811784714534,f1
336,38.50971674669933,f1
337,38.508327020808956,f1
338,38.50672473989657,f1
339,38.50553418367409,f1
340,38.50499949980056,f1
341,38.50503275310188,f1
342,38.50434550820394,f1
343,38.50384729892021,f1
344,38.50262858143319,f1
345,38.50094959984059,f1
346,38.50092175870414,f1
347,38.502190046019045,f1
348,38.50338861544681,f1
349,38.50486302521073,f1
350,38.50592798119314,f1
351,38.50735843337399,f1
352,38.508956312525655,f1
353,38.511334493798145,f1
354,38.51422131852804,f1
355,38.516905512205525,f1
356,38.519005612245536,f1
357,38.52041671668732,f1
358,38.52157303921632,f1
359,38.52338368347403,f1
360,38.52543517407025,f1
361,38.52699422769172,f1
362,38.52881578631516,f1
363,38.5312579231699,f1
364,38.533154181673304,f1
365,38.53480927371013,f1
366,38.537554021609274,f1
367,38.54005149059689,f1
368,38.54117187875214,f1
369,38.54165670268171,f1
370,38.54192553021273,f1
371,38.54161396558687,f1
372,38.541810304122286,f1
373,38.54307326930835,f1
374,38.54516031412628,f1
375,38.547209783914205,f1
376,38.54904798919633,f1
377,38.550573199280365,f1
378,38.552453571429204,f1
379,38.5549122448986,f1
380,38.55738746498663,f1
381,38.55973768507468,f1
382,38.56209614846002,f1
383,38.563855182073475,f1
384,38.56557700080097,f1
385,38.568029021609284,f1
386,38.57038376350605,f1
387,38.57296759703945,f1
388,38.5735903261311,f1
389,38.57258586434635,f1
390,38.570905992397606,f1
391,38.56911129451845,f1
392,38.569061524610476,f1
393,38.57005048019272,f1
394,38.57042120848406,f1
395,38.56995010004065,f1
396,38.56912578031277,f1
397,38.56831180472253,f1
398,38.56617329932037,f1
399,38.563745778311954,f1
400,38.56127896158525,f1
401,38.55870766306587,f1
402,38.55593188275374,f1
403,38.552643887555675,f1
404,38.54993911564689,f1
405,38.54799839936038,f1
406,38.54636345538278,f1
407,38.54499696878816,f1
408,38.54480057022872,f1
409,38.54493898559487,f1
410,38.54516813725554,f1
411,38.545001260504854,f1
412,38.54366292517071,f1
413,38.543103111245124,f1
414,38.542968667467626,f1
415,38.54228683473451,f1
416,38.5408672769114,f1
417,38.539119157663706,f1
418,38.53651303521472,f1
419,38.53248072228954,f1
420,38.52815586234558,f1
421,38.52504232693143,f1
422,38.52165879351807,f1
423,38.5193765206089,f1
424,38.51727687074895,f1
425,38.515124869948615,f1
426,38.51238514405825,f1
427,38.50891394557886,f1
428,38.50648789515868,f1
429,38.50446830732355,f1
430,38.50168692477053,f1
431,38.498315506203106,f1
432,38.49477255902422,f1
433,38.49161156462649,f1
434,38.487327450981034,f1
435,38.483108353341976,f1
436,38.48027281912829,f1
437,38.47793742497063,f1
438,38.476055362145495,f1
439,38.47456031412627,f1
440,38.47290073029276,f1
441,38.470864535814975,f1
442,38.469169367747746,f1
443,38.466806392557665,f1
444,38.46360332132917,f1
445,38.46029909964048,f1
446,38.45686871748764,f1
447,38.45333401360609,f1
448,38.45065461184538,f1
449,38.44792191876814,f1
450,38.44532006802786,f1
451,38.44196899759968,f1
452,38.43944119647924,f1
453,38.43767080832398,f1
454,38.43668783513468,f1
455,38.43727405962448,f1
456,38.43834474789979,f1
457,38.43972691076493,f1
458,38.44162592036879,f1
459,38.44338212284978,f1
460,38.445489075630896,f1
461,38.447127200880985,f1
462,38.44752366946841,f1
463,38.447422549020246,f1
464,38.448818827531625,f1
465,38.451148849540466,f1
466,38.45348647459046,f1
467,38.45628542417032,f1
468,38.4609121248506,f1
469,38.4667029211691,f1
470,38.47178858543482,f1
471,38.47543297318993,f1
472,38.47807907162931,f1
473,38.47974315726354,f1
474,38.47999968987657,f1
475,38.47992733093301,f1
476,38.480494437775754,f1
477,38.48180771308585,f1
478,38.48267445978455,f1
479,38.4826447278918,f1
480,38.48386229491862,f1
481,38.487643187275566,f1
482,38.49194857943238,f1
483,38.495334953982216,f1
484,38.497699609844574,f1
485,38.49878402361009,f1
486,38.497777991197125,f1
487,38.49449168667532,f1
488,38.491785104042265,f1
489,38.489560084034224,f1
490,38.48778551420632,f1
491,38.4864572529018,f1
492,38.484204401761325,f1
493,38.48108460384218,f1
494,38.47725054021674,f1
495,38.47205443177335,f1
496,38.46457721088498,f1
497,38.455548429372385,f1
498,38.446358993598075,f1
499,38.4370767306929,f1
500,38.42881877751165,f1
501,38.42233247298983,f1
502,38.41554461784776,f1
503,38.40669056622713,f1
504,38.39525893357407,f1
505,38.38335903361407,f1
506,38.37150557222954,f1
507,38.36001351540682,f1
508,38.34767251900824,f1
509,38.33491779711948,f1
510,38.32152868147322,f1
511,38.307829281713346,f1
512,38.29389575830396,f1
513,38.27933121248561,f1
514,38.264646278512025,f1
515,38.249866296519244,f1
516,38.23428366346602,f1
517,38.21766763705544,f1
518,38.20068671468652,f1
519,38.18359595838399,f1
520,38.166422448980235,f1
521,38.14923294317791,f1
522,38.132108903562035,f1
523,38.114515986395176,f1
524,38.09681944777973,f1
525,38.08058514405824,f1
526,38.06574981992859,f1
527,38.052047418968215,f1
528,38.03802765106107,f1
529,38.023055232093476,f1
530,38.00808198279376,f1
531,37.99249050620313,f1
532,37.97661025410229,f1
533,37.96030158063288,f1
534,37.94509002601103,f1
535,37.93046312525072,f1
536,37.91569360744361,f1
537,37.90149447779173,f1
538,37.88817100840398,f1
539,37.87552366946843,f1
540,37.86394625850404,f1
541,37.8537209984,f1
542,37.8450492497005,f1
543,37.839621168468,f1
544,37.836435114046246,f1
545,37.83356757703146,f1
546,37.83066187475053,f1
547,37.828917406963406,f1
548,37.8288848539422,f1
549,37.8311480092043,f1
550,37.835511704682496,f1
551,37.84086886754765,f1
552,37.846089255702914,f1
553,37.85042509003663,f1
554,37.852811284514424,f1
555,37.85327718087299,f1
556,37.852308443378,f1
557,37.85032238895621,f1
558,37.84792883153323,f1
559,37.84555565226154,f1
560,37.84292899159729,f1
561,37.84098459383817,f1
562,37.839539865946996,f1
563,37.83705079031676,f1
564,37.83348928571492,f1
565,37.82954497799184,f1
566,37.82503757503062,f1
567,37.819099129652486,f1
568,37.81078770508268,f1
569,37.80109976990859,f1
570,37.79247159864009,f1
571,37.78696740696341,f1
572,37.783783623450006,f1
573,37.78196509603905,f1
574,37.78211242497062,f1
575,37.783697999200314,f1
576,37.78518510404224,f1
577,37.78659497799181,f1
578,37.78799787915227,f1
579,37.78977093837597,f1
580,37.790689445778945,f1
581,37.78909316726753,f1
582,37.786466916767345,f1
583,37.78457100840399,f1
584,37.78281487595101,f1
585,37.78128904561888,f1
586,37.781548699480425,f1
587,37.78364388755565,f1
588,37.78593196278573,f1
589,37.787894617847776,f1
590,37.787416646659295,f1
591,37.78460055022069,f1
592,37.78057306922833,f1
593,37.7753753801527,f1
594,37.77011041416629,f1
595,37.764465136055044,f1
596,37.759227350941,f1
597,37.75419243697541,f1
598,37.74940135054084,f1
599,37.74510294117709,f1
600,37.73960227090901,f1
601,37.73009069627913,f1
602,37.72066347539079,f1
603,37.71468549419832,f1
604,37.711769997999795,f1
605,37.70968961584697,f1
606,37.70846591636717,f1
607,37.705827501001046,f1
608,37.70300644257765,f1
609,37.70042905162126,f1
610,37.69752400960446,f1
611,37.69353940576291,f1
612,37.68897998199341,f1
613,37.68435171068489,f1
614,37.67873375350204,f1
615,37.67342270908427,f1
616,37.66930260104105,f1
617,37.66733474389817,f1
618,37.667323569428405,f1
619,37.66885977391018,f1
620,37.67173498399424,f1
621,37.675698709484394,f1
622,37.680242777111474,f1
623,37.68505838335399,f1
624,37.68968764505863,f1
625,37.692248839536454,f1
626,37.69332392957246,f1
627,37.69292411964847,f1
628,37.6905298719494,f1
629,37.687922619048244,f1
630,37.68488386354606,f1
631,37.68215993397422,f1
632,37.68008675470251,f1
633,37.6782949079638,f1
634,37.67687739095701,f1
635,37.67702790116108,f1
636,37.67878348339397,f1
637,37.68164776910828,f1
638,37.68530825330194,f1
639,37.68985843337398,f1
640,37.69484208683537,f1
641,37.6996954181679,f1
642,37.704071468588054,f1
643,37.705857723089856,f1
644,37.70613466386616,f1
645,37.70697353941639,f1
646,37.709218557423576,f1
647,37.710779611845346,f1
648,37.71119043617509,f1
649,37.709651020408785,f1
650,37.705131412565656,f1
651,37.698111634654474,f1
652,37.68934150660326,f1
653,37.679534273710125,f1
654,37.66985083033275,f1
655,37.65987480992458,f1
656,37.65070215086099,f1
657,37.64229041616709,f1
658,37.63438936574692,f1
659,37.626147288916215,f1
660,37.61703501400622,f1
661,37.607840706283135,f1
662,37.59865436174534,f1
663,37.59029441776775,f1
664,37.582680312125454,f1
665,37.57519523809586,f1
666,37.56738558423433,f1
667,37.56045380152124,f1
668,37.55554865946442,f1
669,37.55225803321392,f1
670,37.54900063025271,f1
671,37.54376597639116,f1
672,37.538164535814936,f1
673,37.53343211284577,f1
674,37.52878840536276,f1
675,37.523720468187896,f1
676,37.51903293317388,f1
677,37.51467004801984,f1
678,37.51124461784779,f1
679,37.50887555022072,f1
680,37.50647735094102,f1
681,37.50397513005264,f1
682,37.50162123849603,f1
683,37.4990698579438,f1
684,37.496417416967404,f1
685,37.49355474189737,f1
686,37.489731542617676,f1
687,37.4847913265312,f1
688,37.47942652060887,f1
689,37.473906212485595,f1
690,37.46927041816789,f1
691,37.465725480192695,f1
692,37.46252922168932,f1
693,37.45954339735957,f1
694,37.456737895158675,f1
695,37.454746258504024,f1
696,37.453748349340366,f1
697,37.45381349539878,f1
698,37.453984583834135,f1
699,37.45344967987256,f1
700,37.4524061524616,f1
701,37.45271406562688,f1
702,37.45285715286178,f1
703,37.452023769508415,f1
704,37.45037312925232,f1
705,37.44741913765568,f1
706,37.442915346139074,f1
707,37.438598699480416,f1
708,37.43408140256164,f1
709,37.429595368147865,f1
710,37.42527437975253,f1
711,37.42195999399821,f1
712,37.42021700680337,f1
713,37.42000157062886,f1
714,37.42218007202944,f1
715,37.424962344938585,f1
716,37.427604401761315,f1
717,37.42930103041278,f1
718,37.43106385554284,f1
719,37.431989965987015,f1
720,37.4312724189682,f1
721,37.429092266907375,f1
722,37.425335334134296,f1
723,37.4198323329338,f1
724,37.41385249099701,f1
725,37.40855190076092,f1
726,37.40378195278173,f1
727,37.39942267907225,f1
728,37.39670866346601,f1
729,37.39509322729152,f1
730,37.39526523609507,f1
731,37.39676547619109,f1
732,37.39909918967651,f1
733,37.40240809323791,f1
734,37.40699261704744,f1
735,37.4118185774316,f1
736,37.41597169868012,f1
737,37.41993720488256,f1
738,37.42407187875211,f1
739,37.42808935574293,f1
740,37.43178786514668,f1
741,37.43520258103305,f1
742,37.43778748499463,f1
743,37.44051893757566,f1
744,37.44269190676333,f1
745,37.44349758903623,f1
746,37.443020338135874,f1
747,37.441622398960185,f1
748,37.43908149259768,f1
749,37.43553896558687,f1
750,37.43160019007664,f1
751,37.42760995398221,f1
752,37.42428110244159,f1
753,37.42150707282976,f1
754,37.4187844337741,f1
755,37.41599004601903,f1
756,37.413428311325134,f1
757,37.41110853341397,f1
758,37.40858473389417,f1
759,37.40718692477052,f1
